model_sn,brand_list,car_list,model_list,model_list_1,model_list_2,production_period,data_crtr_pnttm,create_dt
1115,현대,싼타페,더 뉴 싼타페,디젤 2.2 2WD,프레스티지,20년 ~ 23년,20260319,202603191855
1116,현대,싼타페,더 뉴 싼타페,디젤 2.2 2WD,프레스티지 초이스,20년 ~ 23년,20260319,202603191855
1117,현대,싼타페,더 뉴 싼타페,디젤 2.2 2WD,캘리그래피,20년 ~ 23년,20260319,202603191855
1118,현대,싼타페,더 뉴 싼타페,디젤 2.2 4WD,프리미엄,20년 ~ 23년,20260319,202603191855
1119,현대,싼타페,더 뉴 싼타페,디젤 2.2 4WD,프리미엄 초이스,20년 ~ 23년,20260319,202603191855
1120,현대,싼타페,더 뉴 싼타페,디젤 2.2 4WD,익스클루시브,20년 ~ 23년,20260319,202603191855
1121,현대,싼타페,더 뉴 싼타페,디젤 2.2 4WD,프레스티지,20년 ~ 23년,20260319,202603191855
1122,현대,싼타페,더 뉴 싼타페,디젤 2.2 4WD,프레스티지 초이스,20년 ~ 23년,20260319,202603191855
1123,현대,싼타페,더 뉴 싼타페,디젤 2.2 4WD,캘리그래피,20년 ~ 23년,20260319,202603191855
1124,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,프리미엄,18년 ~ 20년,20260319,202603191855
1125,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1126,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1127,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,프레스티지,18년 ~ 20년,20260319,202603191855
1128,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1129,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,프리미엄,18년 ~ 20년,20260319,202603191855
1130,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1131,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1132,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,프레스티지,18년 ~ 20년,20260319,202603191855
1133,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1134,현대,싼타페,싼타페 TM,가솔린 2.4 4WD,수출형,18년 ~ 20년,20260319,202603191855
1135,현대,싼타페,싼타페 TM,디젤 2.0 2WD,모던,18년 ~ 20년,20260319,202603191855
1136,현대,싼타페,싼타페 TM,디젤 2.0 2WD,프리미엄,18년 ~ 20년,20260319,202603191855
1137,현대,싼타페,싼타페 TM,디젤 2.0 2WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1138,현대,싼타페,싼타페 TM,디젤 2.0 2WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1139,현대,싼타페,싼타페 TM,디젤 2.0 2WD,프레스티지,18년 ~ 20년,20260319,202603191855
1140,현대,싼타페,싼타페 TM,디젤 2.0 2WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1141,현대,싼타페,싼타페 TM,디젤 2.0 4WD,프리미엄,18년 ~ 20년,20260319,202603191855
1142,현대,싼타페,싼타페 TM,디젤 2.0 4WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1143,현대,싼타페,싼타페 TM,디젤 2.0 4WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1144,현대,싼타페,싼타페 TM,디젤 2.0 4WD,프레스티지,18년 ~ 20년,20260319,202603191855
1145,현대,싼타페,싼타페 TM,디젤 2.0 4WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1146,현대,싼타페,싼타페 TM,디젤 2.2 2WD,프리미엄,18년 ~ 20년,20260319,202603191855
1147,현대,싼타페,싼타페 TM,디젤 2.2 2WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1148,현대,싼타페,싼타페 TM,디젤 2.2 2WD,프레스티지,18년 ~ 20년,20260319,202603191855
1149,현대,싼타페,싼타페 TM,디젤 2.2 2WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1150,현대,싼타페,싼타페 TM,디젤 2.2 4WD,프리미엄,18년 ~ 20년,20260319,202603191855
1151,현대,싼타페,싼타페 TM,디젤 2.2 4WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1152,현대,싼타페,싼타페 TM,디젤 2.2 4WD,프레스티지,18년 ~ 20년,20260319,202603191855
1153,현대,싼타페,싼타페 TM,디젤 2.2 4WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1124,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,프리미엄,18년 ~ 20년,20260319,202603191855
1125,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1126,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1127,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,프레스티지,18년 ~ 20년,20260319,202603191855
1128,현대,싼타페,싼타페 TM,가솔린 2.0T 2WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1129,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,프리미엄,18년 ~ 20년,20260319,202603191855
1130,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1131,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1132,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,프레스티지,18년 ~ 20년,20260319,202603191855
1133,현대,싼타페,싼타페 TM,가솔린 2.0T 4WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1134,현대,싼타페,싼타페 TM,가솔린 2.4 4WD,수출형,18년 ~ 20년,20260319,202603191855
1135,현대,싼타페,싼타페 TM,디젤 2.0 2WD,모던,18년 ~ 20년,20260319,202603191855
1136,현대,싼타페,싼타페 TM,디젤 2.0 2WD,프리미엄,18년 ~ 20년,20260319,202603191855
1137,현대,싼타페,싼타페 TM,디젤 2.0 2WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1138,현대,싼타페,싼타페 TM,디젤 2.0 2WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1139,현대,싼타페,싼타페 TM,디젤 2.0 2WD,프레스티지,18년 ~ 20년,20260319,202603191855
1140,현대,싼타페,싼타페 TM,디젤 2.0 2WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1141,현대,싼타페,싼타페 TM,디젤 2.0 4WD,프리미엄,18년 ~ 20년,20260319,202603191855
1142,현대,싼타페,싼타페 TM,디젤 2.0 4WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1143,현대,싼타페,싼타페 TM,디젤 2.0 4WD,익스클루시브 스페셜,18년 ~ 20년,20260319,202603191855
1144,현대,싼타페,싼타페 TM,디젤 2.0 4WD,프레스티지,18년 ~ 20년,20260319,202603191855
1145,현대,싼타페,싼타페 TM,디젤 2.0 4WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1146,현대,싼타페,싼타페 TM,디젤 2.2 2WD,프리미엄,18년 ~ 20년,20260319,202603191855
1147,현대,싼타페,싼타페 TM,디젤 2.2 2WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1148,현대,싼타페,싼타페 TM,디젤 2.2 2WD,프레스티지,18년 ~ 20년,20260319,202603191855
1149,현대,싼타페,싼타페 TM,디젤 2.2 2WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1150,현대,싼타페,싼타페 TM,디젤 2.2 4WD,프리미엄,18년 ~ 20년,20260319,202603191855
1151,현대,싼타페,싼타페 TM,디젤 2.2 4WD,익스클루시브,18년 ~ 20년,20260319,202603191855
1152,현대,싼타페,싼타페 TM,디젤 2.2 4WD,프레스티지,18년 ~ 20년,20260319,202603191855
1153,현대,싼타페,싼타페 TM,디젤 2.2 4WD,인스퍼레이션,18년 ~ 20년,20260319,202603191855
1154,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,스마트,15년 ~ 18년,20260319,202603191855
1155,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,모던,15년 ~ 18년,20260319,202603191855
1156,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,프리미엄,15년 ~ 18년,20260319,202603191855
1157,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1158,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1159,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1160,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,1 밀리언 스타일,15년 ~ 18년,20260319,202603191855
1161,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,1 밀리언,15년 ~ 18년,20260319,202603191855
1162,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,프리미엄,15년 ~ 18년,20260319,202603191855
1163,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1164,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1165,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1166,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,1 밀리언 스타일,15년 ~ 18년,20260319,202603191855
1167,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,1 밀리언,15년 ~ 18년,20260319,202603191855
1168,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,프리미엄,15년 ~ 18년,20260319,202603191855
1169,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1170,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1171,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,1 밀리언 얼티밋,15년 ~ 18년,20260319,202603191855
1172,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,프리미엄,15년 ~ 18년,20260319,202603191855
1173,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1174,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1175,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,1 밀리언 얼티밋,15년 ~ 18년,20260319,202603191855
1176,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 2WD,스마트,15년 ~ 18년,20260319,202603191855
1177,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 2WD,프리미엄,15년 ~ 18년,20260319,202603191855
1178,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 2WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1179,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 4WD,프리미엄,15년 ~ 18년,20260319,202603191855
1180,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 4WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1181,현대,싼타페,싼타페 더 프라임,가솔린 2.4 2WD 수출형,,15년 ~ 18년,20260319,202603191855
1182,현대,싼타페,싼타페 더 프라임,가솔린 2.4 4WD 수출형,,15년 ~ 18년,20260319,202603191855
1183,현대,싼타페,싼타페 더 프라임,가솔린 3.3 4WD 수출형,,15년 ~ 18년,20260319,202603191855
1154,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,스마트,15년 ~ 18년,20260319,202603191855
1155,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,모던,15년 ~ 18년,20260319,202603191855
1156,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,프리미엄,15년 ~ 18년,20260319,202603191855
1157,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1158,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1159,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1160,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,1 밀리언 스타일,15년 ~ 18년,20260319,202603191855
1161,현대,싼타페,싼타페 더 프라임,디젤 2.0 2WD,1 밀리언,15년 ~ 18년,20260319,202603191855
1162,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,프리미엄,15년 ~ 18년,20260319,202603191855
1163,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1164,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1165,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1166,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,1 밀리언 스타일,15년 ~ 18년,20260319,202603191855
1167,현대,싼타페,싼타페 더 프라임,디젤 2.0 4WD,1 밀리언,15년 ~ 18년,20260319,202603191855
1168,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,프리미엄,15년 ~ 18년,20260319,202603191855
1169,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1170,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1171,현대,싼타페,싼타페 더 프라임,디젤 2.2 2WD,1 밀리언 얼티밋,15년 ~ 18년,20260319,202603191855
1172,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,프리미엄,15년 ~ 18년,20260319,202603191855
1173,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,익스클루시브,15년 ~ 18년,20260319,202603191855
1174,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,익스클루시브 스페셜,15년 ~ 18년,20260319,202603191855
1175,현대,싼타페,싼타페 더 프라임,디젤 2.2 4WD,1 밀리언 얼티밋,15년 ~ 18년,20260319,202603191855
1176,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 2WD,스마트,15년 ~ 18년,20260319,202603191855
1177,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 2WD,프리미엄,15년 ~ 18년,20260319,202603191855
1178,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 2WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1179,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 4WD,프리미엄,15년 ~ 18년,20260319,202603191855
1180,현대,싼타페,싼타페 더 프라임,가솔린 2.0 터보 4WD,밸류 플러스,15년 ~ 18년,20260319,202603191855
1181,현대,싼타페,싼타페 더 프라임,가솔린 2.4 2WD 수출형,,15년 ~ 18년,20260319,202603191855
1182,현대,싼타페,싼타페 더 프라임,가솔린 2.4 4WD 수출형,,15년 ~ 18년,20260319,202603191855
1183,현대,싼타페,싼타페 더 프라임,가솔린 3.3 4WD 수출형,,15년 ~ 18년,20260319,202603191855
1184,현대,싼타페,싼타페 DM,2.0 2WD(수출형),,12년 ~ 15년,20260319,202603191855
1185,현대,싼타페,싼타페 DM,2.0 4WD(수출형),,12년 ~ 15년,20260319,202603191855
1186,현대,싼타페,싼타페 DM,2.4 2WD(수출형),,12년 ~ 15년,20260319,202603191855
1187,현대,싼타페,싼타페 DM,2.4 4WD(수출형),,12년 ~ 15년,20260319,202603191855
1188,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 스마트,,12년 ~ 15년,20260319,202603191855
1189,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,,12년 ~ 15년,20260319,202603191855
1190,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1191,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1192,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1193,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 스마트,,12년 ~ 15년,20260319,202603191855
1194,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 모던,,12년 ~ 15년,20260319,202603191855
1195,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1196,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1197,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1198,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 스마트,,12년 ~ 15년,20260319,202603191855
1199,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 모던,,12년 ~ 15년,20260319,202603191855
1200,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1201,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1202,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1203,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 스마트,,12년 ~ 15년,20260319,202603191855
1204,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 모던,,12년 ~ 15년,20260319,202603191855
1205,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1206,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1207,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1184,현대,싼타페,싼타페 DM,2.0 2WD(수출형),,12년 ~ 15년,20260319,202603191855
1185,현대,싼타페,싼타페 DM,2.0 4WD(수출형),,12년 ~ 15년,20260319,202603191855
1186,현대,싼타페,싼타페 DM,2.4 2WD(수출형),,12년 ~ 15년,20260319,202603191855
1187,현대,싼타페,싼타페 DM,2.4 4WD(수출형),,12년 ~ 15년,20260319,202603191855
1188,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 스마트,,12년 ~ 15년,20260319,202603191855
1189,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 모던,,12년 ~ 15년,20260319,202603191855
1190,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1191,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1192,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1193,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 스마트,,12년 ~ 15년,20260319,202603191855
1194,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 모던,,12년 ~ 15년,20260319,202603191855
1195,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1196,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1197,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.0 4WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1198,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 스마트,,12년 ~ 15년,20260319,202603191855
1199,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 모던,,12년 ~ 15년,20260319,202603191855
1200,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1201,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1202,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1203,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 스마트,,12년 ~ 15년,20260319,202603191855
1204,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 모던,,12년 ~ 15년,20260319,202603191855
1205,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 프리미엄,,12년 ~ 15년,20260319,202603191855
1206,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브,세부등급 없음,12년 ~ 15년,20260319,202603191855
1207,현대,싼타페,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브,스페셜,12년 ~ 15년,20260319,202603191855
1208,현대,싼타페,싼타페 CM,2WD(2.0VGT) CLX,고급형,05년 ~ 12년,20260319,202603191855
1209,현대,싼타페,싼타페 CM,2WD(2.0VGT) CLX,최고급형,05년 ~ 12년,20260319,202603191855
1210,현대,싼타페,싼타페 CM,2WD(2.0VGT) MLX,기본형,05년 ~ 12년,20260319,202603191855
1211,현대,싼타페,싼타페 CM,2WD(2.0VGT) MLX,고급형,05년 ~ 12년,20260319,202603191855
1212,현대,싼타페,싼타페 CM,2WD(2.0VGT) SLX,고급형,05년 ~ 12년,20260319,202603191855
1213,현대,싼타페,싼타페 CM,2WD(2.0VGT) 스타일팩,,05년 ~ 12년,20260319,202603191855
1214,현대,싼타페,싼타페 CM,2WD(2.2VGT) CLX,기본형,05년 ~ 12년,20260319,202603191855
1215,현대,싼타페,싼타페 CM,2WD(2.2VGT) CLX,고급형,05년 ~ 12년,20260319,202603191855
1216,현대,싼타페,싼타페 CM,2WD(2.2VGT) CLX,최고급형,05년 ~ 12년,20260319,202603191855
1217,현대,싼타페,싼타페 CM,2WD(2.2VGT) MLX,기본형,05년 ~ 12년,20260319,202603191855
1218,현대,싼타페,싼타페 CM,2WD(2.2VGT) MLX,고급형,05년 ~ 12년,20260319,202603191855
1219,현대,싼타페,싼타페 CM,2WD(2.2VGT) MLX,최고급형,05년 ~ 12년,20260319,202603191855
1220,현대,싼타페,싼타페 CM,2WD(2.2VGT) SLX,고급형,05년 ~ 12년,20260319,202603191855
1221,현대,싼타페,싼타페 CM,2WD(2.2VGT) SLX,최고급형,05년 ~ 12년,20260319,202603191855
1222,현대,싼타페,싼타페 CM,2WD(2.2VGT) 스타일팩,,05년 ~ 12년,20260319,202603191855
1223,현대,싼타페,싼타페 CM,4WD(2.2VGT) CLX,기본형,05년 ~ 12년,20260319,202603191855
1224,현대,싼타페,싼타페 CM,4WD(2.2VGT) CLX,고급형,05년 ~ 12년,20260319,202603191855
1225,현대,싼타페,싼타페 CM,4WD(2.2VGT) CLX,최고급형,05년 ~ 12년,20260319,202603191855
1226,현대,싼타페,싼타페 CM,4WD(2.2VGT) MLX,기본형,05년 ~ 12년,20260319,202603191855
1227,현대,싼타페,싼타페 CM,4WD(2.2VGT) MLX,고급형,05년 ~ 12년,20260319,202603191855
1228,현대,싼타페,싼타페 CM,4WD(2.2VGT) MLX,최고급형,05년 ~ 12년,20260319,202603191855
1229,현대,싼타페,싼타페 CM,4WD(2.2VGT) SLX,고급형,05년 ~ 12년,20260319,202603191855
1230,현대,싼타페,싼타페 CM,4WD(2.2VGT) SLX,최고급형,05년 ~ 12년,20260319,202603191855
1231,현대,싼타페,싼타페 CM,4WD(2.2VGT) 스타일팩,,05년 ~ 12년,20260319,202603191855
1232,현대,싼타페,싼타페 CM,모젠 MLX,최고급형,05년 ~ 12년,20260319,202603191855
1233,현대,싼타페,싼타페 CM,모젠 SLX,고급형,05년 ~ 12년,20260319,202603191855
1234,현대,싼타페,싼타페 CM,모젠 SLX,최고급형,05년 ~ 12년,20260319,202603191855
1235,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) CLX,디럭스,05년 ~ 12년,20260319,202603191855
1236,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) MLX,디럭스,05년 ~ 12년,20260319,202603191855
1237,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) MLX,럭셔리,05년 ~ 12년,20260319,202603191855
1238,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) MLX,프리미어,05년 ~ 12년,20260319,202603191855
1239,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) MLX,스마트팩,05년 ~ 12년,20260319,202603191855
1240,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) MLX,월드컵 스페셜 에디션,05년 ~ 12년,20260319,202603191855
1241,현대,싼타페,싼타페 CM,2WD(2.0 e-VGT) SLX,프리미엄,05년 ~ 12년,20260319,202603191855
1242,현대,싼타페,싼타페 CM,2WD(2.2 e-VGT) MLX,디럭스,05년 ~ 12년,20260319,202603191855
1243,현대,싼타페,싼타페 CM,2WD(2.2 e-VGT) MLX,럭셔리,05년 ~ 12년,20260319,202603191855
1244,현대,싼타페,싼타페 CM,2WD(2.2 e-VGT) MLX,프리미어,05년 ~ 12년,20260319,202603191855
1245,현대,싼타페,싼타페 CM,2WD(2.2 e-VGT) SLX,프리미엄,05년 ~ 12년,20260319,202603191855
1246,현대,싼타페,싼타페 CM,2WD(2.2 e-VGT) SLX,탑,05년 ~ 12년,20260319,202603191855
1247,현대,싼타페,싼타페 CM,4WD(2.2 e-VGT) CLX,디럭스,05년 ~ 12년,20260319,202603191855
1248,현대,싼타페,싼타페 CM,4WD(2.2 e-VGT) MLX,럭셔리,05년 ~ 12년,20260319,202603191855
1249,현대,싼타페,싼타페 CM,4WD(2.2 e-VGT) MLX,프리미어,05년 ~ 12년,20260319,202603191855
1250,현대,싼타페,싼타페 CM,4WD(2.2 e-VGT) SLX,탑,05년 ~ 12년,20260319,202603191855
1251,현대,싼타페,싼타페 CM,2WD 2.4  가솔린 CLX,디럭스,05년 ~ 12년,20260319,202603191855
1252,현대,싼타페,싼타페 CM,2WD 2.4 가솔린 MLX,럭셔리,05년 ~ 12년,20260319,202603191855
1253,현대,싼타페,싼타페 CM,2WD 2.4 가솔린 MLX,프리미어,05년 ~ 12년,20260319,202603191855
1254,현대,싼타페,싼타페 CM,2WD 2.4 가솔린 SLX,프리미엄,05년 ~ 12년,20260319,202603191855
1255,현대,싼타페,싼타페 CM,2WD 2.7 LPi CLX,디럭스,05년 ~ 12년,20260319,202603191855
1256,현대,싼타페,싼타페 CM,2WD 2.7 LPi MLX,럭셔리,05년 ~ 12년,20260319,202603191855
1257,현대,싼타페,싼타페 CM,2WD 2.7 LPi MLX,프리미어,05년 ~ 12년,20260319,202603191855
1258,현대,싼타페,싼타페 CM,2WD 2.7 LPi SLX,프리미엄,05년 ~ 12년,20260319,202603191855
1259,현대,싼타페,싼타페 CM,2WD 수출형,,05년 ~ 12년,20260319,202603191855
1260,현대,싼타페,싼타페 CM,수출형,,05년 ~ 12년,20260319,202603191855
1208,현대,싼타페,싼타페 CM,2WD(2.0VGT) CLX,고급형,05년 ~ 12년,20260319,202603191855
