model_sn,brand_list,car_list,model_list,model_list_1,model_list_2,production_period,data_crtr_pnttm,create_dt
1,현대,i30,i30 (PD),1.4 터보,튜너 패키지,16년 ~ 현재,20260319,202603191855
2,현대,i30,i30 (PD),1.4 터보,스마트,16년 ~ 현재,20260319,202603191855
3,현대,i30,i30 (PD),1.4 터보,스타일,16년 ~ 현재,20260319,202603191855
4,현대,i30,i30 (PD),1.4 터보,모던,16년 ~ 현재,20260319,202603191855
5,현대,i30,i30 (PD),1.4 터보,프리미엄,16년 ~ 현재,20260319,202603191855
6,현대,i30,i30 (PD),1.6 터보,스포츠,16년 ~ 현재,20260319,202603191855
7,현대,i30,i30 (PD),1.6 터보,스포츠 프리미엄,16년 ~ 현재,20260319,202603191855
8,현대,i30,i30 (PD),1.6 터보,N Line,16년 ~ 현재,20260319,202603191855
9,현대,i30,i30 (PD),1.6 터보,스포츠 에센스 에디션,16년 ~ 현재,20260319,202603191855
10,현대,i30,i30 (PD),2.0 수출형,,16년 ~ 현재,20260319,202603191855
11,현대,i30,i30 (PD),디젤 1.6,스마트,16년 ~ 현재,20260319,202603191855
12,현대,i30,i30 (PD),디젤 1.6,모던,16년 ~ 현재,20260319,202603191855
13,현대,i30,i30 (PD),디젤 1.6,프리미엄,16년 ~ 현재,20260319,202603191855
1,현대,i30,i30 (PD),1.4 터보,튜너 패키지,16년 ~ 현재,20260319,202603191855
2,현대,i30,i30 (PD),1.4 터보,스마트,16년 ~ 현재,20260319,202603191855
3,현대,i30,i30 (PD),1.4 터보,스타일,16년 ~ 현재,20260319,202603191855
4,현대,i30,i30 (PD),1.4 터보,모던,16년 ~ 현재,20260319,202603191855
5,현대,i30,i30 (PD),1.4 터보,프리미엄,16년 ~ 현재,20260319,202603191855
6,현대,i30,i30 (PD),1.6 터보,스포츠,16년 ~ 현재,20260319,202603191855
7,현대,i30,i30 (PD),1.6 터보,스포츠 프리미엄,16년 ~ 현재,20260319,202603191855
8,현대,i30,i30 (PD),1.6 터보,N Line,16년 ~ 현재,20260319,202603191855
9,현대,i30,i30 (PD),1.6 터보,스포츠 에센스 에디션,16년 ~ 현재,20260319,202603191855
10,현대,i30,i30 (PD),2.0 수출형,,16년 ~ 현재,20260319,202603191855
11,현대,i30,i30 (PD),디젤 1.6,스마트,16년 ~ 현재,20260319,202603191855
12,현대,i30,i30 (PD),디젤 1.6,모던,16년 ~ 현재,20260319,202603191855
13,현대,i30,i30 (PD),디젤 1.6,프리미엄,16년 ~ 현재,20260319,202603191855
14,현대,i30,더 뉴 i30,2.0 유니크,,15년 ~ 16년,20260319,202603191855
15,현대,i30,더 뉴 i30,2.0 PYL,,15년 ~ 16년,20260319,202603191855
16,현대,i30,더 뉴 i30,2.0 TUIX,블랙 라이트,15년 ~ 16년,20260319,202603191855
17,현대,i30,더 뉴 i30,2.0 D-스펙,,15년 ~ 16년,20260319,202603191855
18,현대,i30,더 뉴 i30,디젤 1.6 유니크,,15년 ~ 16년,20260319,202603191855
19,현대,i30,더 뉴 i30,디젤 1.6 PYL,,15년 ~ 16년,20260319,202603191855
20,현대,i30,더 뉴 i30,디젤 1.6 TUIX,블랙 라이트,15년 ~ 16년,20260319,202603191855
14,현대,i30,더 뉴 i30,2.0 유니크,,15년 ~ 16년,20260319,202603191855
15,현대,i30,더 뉴 i30,2.0 PYL,,15년 ~ 16년,20260319,202603191855
16,현대,i30,더 뉴 i30,2.0 TUIX,블랙 라이트,15년 ~ 16년,20260319,202603191855
17,현대,i30,더 뉴 i30,2.0 D-스펙,,15년 ~ 16년,20260319,202603191855
18,현대,i30,더 뉴 i30,디젤 1.6 유니크,,15년 ~ 16년,20260319,202603191855
19,현대,i30,더 뉴 i30,디젤 1.6 PYL,,15년 ~ 16년,20260319,202603191855
20,현대,i30,더 뉴 i30,디젤 1.6 TUIX,블랙 라이트,15년 ~ 16년,20260319,202603191855
21,현대,i30,i30(신형),1.6 GDI 유니크,,11년 ~ 15년,20260319,202603191855
22,현대,i30,i30(신형),1.6 GDI 익스트림,,11년 ~ 15년,20260319,202603191855
23,현대,i30,i30(신형),1.6 GDI 블루세이버,,11년 ~ 15년,20260319,202603191855
24,현대,i30,i30(신형),1.6 GDI PYL,,11년 ~ 15년,20260319,202603191855
25,현대,i30,i30(신형),1.6 GDI PYL TUIX,크래용,11년 ~ 15년,20260319,202603191855
26,현대,i30,i30(신형),1.6 GDI PYL TUIX,크래용휠,11년 ~ 15년,20260319,202603191855
27,현대,i30,i30(신형),1.6 GDI PYL TUIX,크래용+크래용휠,11년 ~ 15년,20260319,202603191855
28,현대,i30,i30(신형),1.6 GDI PYL TUIX,블랙 라이트,11년 ~ 15년,20260319,202603191855
29,현대,i30,i30(신형),2.0 GDi D-스펙,,11년 ~ 15년,20260319,202603191855
30,현대,i30,i30(신형),2.0 GDI D-스펙 TUIX,크레용휠,11년 ~ 15년,20260319,202603191855
31,현대,i30,i30(신형),디젤 1.6 VGT 유니크,,11년 ~ 15년,20260319,202603191855
32,현대,i30,i30(신형),디젤 1.6 VGT 익스트림,,11년 ~ 15년,20260319,202603191855
33,현대,i30,i30(신형),디젤 1.6 VGT PYL,,11년 ~ 15년,20260319,202603191855
34,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,크래용,11년 ~ 15년,20260319,202603191855
35,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,크래용휠,11년 ~ 15년,20260319,202603191855
36,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,크래용+크래용휠,11년 ~ 15년,20260319,202603191855
37,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,블랙 라이트,11년 ~ 15년,20260319,202603191855
21,현대,i30,i30(신형),1.6 GDI 유니크,,11년 ~ 15년,20260319,202603191855
22,현대,i30,i30(신형),1.6 GDI 익스트림,,11년 ~ 15년,20260319,202603191855
23,현대,i30,i30(신형),1.6 GDI 블루세이버,,11년 ~ 15년,20260319,202603191855
24,현대,i30,i30(신형),1.6 GDI PYL,,11년 ~ 15년,20260319,202603191855
25,현대,i30,i30(신형),1.6 GDI PYL TUIX,크래용,11년 ~ 15년,20260319,202603191855
26,현대,i30,i30(신형),1.6 GDI PYL TUIX,크래용휠,11년 ~ 15년,20260319,202603191855
27,현대,i30,i30(신형),1.6 GDI PYL TUIX,크래용+크래용휠,11년 ~ 15년,20260319,202603191855
28,현대,i30,i30(신형),1.6 GDI PYL TUIX,블랙 라이트,11년 ~ 15년,20260319,202603191855
29,현대,i30,i30(신형),2.0 GDi D-스펙,,11년 ~ 15년,20260319,202603191855
30,현대,i30,i30(신형),2.0 GDI D-스펙 TUIX,크레용휠,11년 ~ 15년,20260319,202603191855
31,현대,i30,i30(신형),디젤 1.6 VGT 유니크,,11년 ~ 15년,20260319,202603191855
32,현대,i30,i30(신형),디젤 1.6 VGT 익스트림,,11년 ~ 15년,20260319,202603191855
33,현대,i30,i30(신형),디젤 1.6 VGT PYL,,11년 ~ 15년,20260319,202603191855
34,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,크래용,11년 ~ 15년,20260319,202603191855
35,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,크래용휠,11년 ~ 15년,20260319,202603191855
36,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,크래용+크래용휠,11년 ~ 15년,20260319,202603191855
37,현대,i30,i30(신형),디젤 1.6 VGT PYL TUIX,블랙 라이트,11년 ~ 15년,20260319,202603191855
38,현대,i30,i30 cw,1.6 VVT 트렌디,,08년 ~ 11년,20260319,202603191855
39,현대,i30,i30 cw,1.6 VVT 디럭스,,08년 ~ 11년,20260319,202603191855
40,현대,i30,i30 cw,1.6 VVT 럭셔리,,08년 ~ 11년,20260319,202603191855
41,현대,i30,i30 cw,1.6 VVT 프리미어,,08년 ~ 11년,20260319,202603191855
42,현대,i30,i30 cw,2.0 VVT 럭셔리,,08년 ~ 11년,20260319,202603191855
43,현대,i30,i30 cw,2.0 VVT 프리미어,,08년 ~ 11년,20260319,202603191855
44,현대,i30,i30 cw,2.0 VVT 익스트림,,08년 ~ 11년,20260319,202603191855
45,현대,i30,i30 cw,디젤 1.6 VGT 디럭스,,08년 ~ 11년,20260319,202603191855
46,현대,i30,i30 cw,디젤 1.6 VGT 럭셔리,,08년 ~ 11년,20260319,202603191855
47,현대,i30,i30 cw,디젤 1.6 VGT 프리미어,,08년 ~ 11년,20260319,202603191855
38,현대,i30,i30 cw,1.6 VVT 트렌디,,08년 ~ 11년,20260319,202603191855
39,현대,i30,i30 cw,1.6 VVT 디럭스,,08년 ~ 11년,20260319,202603191855
40,현대,i30,i30 cw,1.6 VVT 럭셔리,,08년 ~ 11년,20260319,202603191855
41,현대,i30,i30 cw,1.6 VVT 프리미어,,08년 ~ 11년,20260319,202603191855
42,현대,i30,i30 cw,2.0 VVT 럭셔리,,08년 ~ 11년,20260319,202603191855
43,현대,i30,i30 cw,2.0 VVT 프리미어,,08년 ~ 11년,20260319,202603191855
44,현대,i30,i30 cw,2.0 VVT 익스트림,,08년 ~ 11년,20260319,202603191855
45,현대,i30,i30 cw,디젤 1.6 VGT 디럭스,,08년 ~ 11년,20260319,202603191855
46,현대,i30,i30 cw,디젤 1.6 VGT 럭셔리,,08년 ~ 11년,20260319,202603191855
47,현대,i30,i30 cw,디젤 1.6 VGT 프리미어,,08년 ~ 11년,20260319,202603191855
48,현대,i30,i30,1.6 VVT 트렌디,,07년 ~ 11년,20260319,202603191855
49,현대,i30,i30,1.6 VVT 디럭스,,07년 ~ 11년,20260319,202603191855
50,현대,i30,i30,1.6 VVT 럭셔리,,07년 ~ 11년,20260319,202603191855
51,현대,i30,i30,1.6 VVT 월드컵 스페셜에디션,,07년 ~ 11년,20260319,202603191855
52,현대,i30,i30,1.6 VVT 프리미어,기본형,07년 ~ 11년,20260319,202603191855
53,현대,i30,i30,1.6 VVT 프리미어,브라운 스페셜,07년 ~ 11년,20260319,202603191855
54,현대,i30,i30,1.6 VVT 익스트림,,07년 ~ 11년,20260319,202603191855
55,현대,i30,i30,1.6 VVT 탑,VIP팩,07년 ~ 11년,20260319,202603191855
56,현대,i30,i30,2.0 VVT 럭셔리,,07년 ~ 11년,20260319,202603191855
57,현대,i30,i30,2.0 VVT 프리미어,,07년 ~ 11년,20260319,202603191855
58,현대,i30,i30,2.0 VVT 익스트림,,07년 ~ 11년,20260319,202603191855
48,현대,i30,i30,1.6 VVT 트렌디,,07년 ~ 11년,20260319,202603191855
59,현대,i30,i30,디젤 1.6 VGT 트렌디,,07년 ~ 11년,20260319,202603191855
60,현대,i30,i30,디젤 1.6 VGT 디럭스,,07년 ~ 11년,20260319,202603191855
49,현대,i30,i30,1.6 VVT 디럭스,,07년 ~ 11년,20260319,202603191855
61,현대,i30,i30,디젤 1.6 VGT 럭셔리,,07년 ~ 11년,20260319,202603191855
62,현대,i30,i30,디젤 1.6 VGT 프리미어,,07년 ~ 11년,20260319,202603191855
50,현대,i30,i30,1.6 VVT 럭셔리,,07년 ~ 11년,20260319,202603191855
51,현대,i30,i30,1.6 VVT 월드컵 스페셜에디션,,07년 ~ 11년,20260319,202603191855
52,현대,i30,i30,1.6 VVT 프리미어,기본형,07년 ~ 11년,20260319,202603191855
53,현대,i30,i30,1.6 VVT 프리미어,브라운 스페셜,07년 ~ 11년,20260319,202603191855
54,현대,i30,i30,1.6 VVT 익스트림,,07년 ~ 11년,20260319,202603191855
55,현대,i30,i30,1.6 VVT 탑,VIP팩,07년 ~ 11년,20260319,202603191855
56,현대,i30,i30,2.0 VVT 럭셔리,,07년 ~ 11년,20260319,202603191855
57,현대,i30,i30,2.0 VVT 프리미어,,07년 ~ 11년,20260319,202603191855
58,현대,i30,i30,2.0 VVT 익스트림,,07년 ~ 11년,20260319,202603191855
59,현대,i30,i30,디젤 1.6 VGT 트렌디,,07년 ~ 11년,20260319,202603191855
60,현대,i30,i30,디젤 1.6 VGT 디럭스,,07년 ~ 11년,20260319,202603191855
61,현대,i30,i30,디젤 1.6 VGT 럭셔리,,07년 ~ 11년,20260319,202603191855
62,현대,i30,i30,디젤 1.6 VGT 프리미어,,07년 ~ 11년,20260319,202603191855
63,현대,i40,더 뉴 i40 살룬,1.7 VGT,유니크,15년 ~ 19년,20260319,202603191855
63,현대,i40,더 뉴 i40 살룬,1.7 VGT,유니크,15년 ~ 19년,20260319,202603191855
64,현대,i40,더 뉴 i40 살룬,1.7 VGT,PYL,15년 ~ 19년,20260319,202603191855
64,현대,i40,더 뉴 i40 살룬,1.7 VGT,PYL,15년 ~ 19년,20260319,202603191855
65,현대,i40,더 뉴 i40 살룬,1.7 VGT,D-스펙,15년 ~ 19년,20260319,202603191855
65,현대,i40,더 뉴 i40 살룬,1.7 VGT,D-스펙,15년 ~ 19년,20260319,202603191855
66,현대,i40,더 뉴 i40 살룬,1.7 VGT,스마트,15년 ~ 19년,20260319,202603191855
66,현대,i40,더 뉴 i40 살룬,1.7 VGT,스마트,15년 ~ 19년,20260319,202603191855
67,현대,i40,더 뉴 i40 살룬,1.7 VGT,프리미엄,15년 ~ 19년,20260319,202603191855
67,현대,i40,더 뉴 i40 살룬,1.7 VGT,프리미엄,15년 ~ 19년,20260319,202603191855
68,현대,i40,더 뉴 i40 살룬,2.0 GDi,유니크,15년 ~ 19년,20260319,202603191855
68,현대,i40,더 뉴 i40 살룬,2.0 GDi,유니크,15년 ~ 19년,20260319,202603191855
69,현대,i40,더 뉴 i40 살룬,2.0 GDi,PYL,15년 ~ 19년,20260319,202603191855
69,현대,i40,더 뉴 i40 살룬,2.0 GDi,PYL,15년 ~ 19년,20260319,202603191855
70,현대,i40,더 뉴 i40 살룬,2.0 GDi,D-스펙,15년 ~ 19년,20260319,202603191855
70,현대,i40,더 뉴 i40 살룬,2.0 GDi,D-스펙,15년 ~ 19년,20260319,202603191855
71,현대,i40,더 뉴 i40 살룬,2.0 GDi,스마트,15년 ~ 19년,20260319,202603191855
71,현대,i40,더 뉴 i40 살룬,2.0 GDi,스마트,15년 ~ 19년,20260319,202603191855
72,현대,i40,더 뉴 i40 살룬,2.0 GDi,프리미엄,15년 ~ 19년,20260319,202603191855
72,현대,i40,더 뉴 i40 살룬,2.0 GDi,프리미엄,15년 ~ 19년,20260319,202603191855
73,현대,i40,더 뉴 i40,1.7 VGT,유니크,15년 ~ 19년,20260319,202603191855
74,현대,i40,더 뉴 i40,1.7 VGT,PYL,15년 ~ 19년,20260319,202603191855
75,현대,i40,더 뉴 i40,1.7 VGT,D-스펙,15년 ~ 19년,20260319,202603191855
76,현대,i40,더 뉴 i40,1.7 VGT,스마트,15년 ~ 19년,20260319,202603191855
77,현대,i40,더 뉴 i40,1.7 VGT,프리미엄,15년 ~ 19년,20260319,202603191855
78,현대,i40,더 뉴 i40,2.0 GDi,유니크,15년 ~ 19년,20260319,202603191855
79,현대,i40,더 뉴 i40,2.0 GDi,PYL,15년 ~ 19년,20260319,202603191855
80,현대,i40,더 뉴 i40,2.0 GDi,D-스펙,15년 ~ 19년,20260319,202603191855
81,현대,i40,더 뉴 i40,2.0 GDi,스마트,15년 ~ 19년,20260319,202603191855
82,현대,i40,더 뉴 i40,2.0 GDi,프리미엄,15년 ~ 19년,20260319,202603191855
73,현대,i40,더 뉴 i40,1.7 VGT,유니크,15년 ~ 19년,20260319,202603191855
74,현대,i40,더 뉴 i40,1.7 VGT,PYL,15년 ~ 19년,20260319,202603191855
75,현대,i40,더 뉴 i40,1.7 VGT,D-스펙,15년 ~ 19년,20260319,202603191855
76,현대,i40,더 뉴 i40,1.7 VGT,스마트,15년 ~ 19년,20260319,202603191855
77,현대,i40,더 뉴 i40,1.7 VGT,프리미엄,15년 ~ 19년,20260319,202603191855
78,현대,i40,더 뉴 i40,2.0 GDi,유니크,15년 ~ 19년,20260319,202603191855
79,현대,i40,더 뉴 i40,2.0 GDi,PYL,15년 ~ 19년,20260319,202603191855
80,현대,i40,더 뉴 i40,2.0 GDi,D-스펙,15년 ~ 19년,20260319,202603191855
81,현대,i40,더 뉴 i40,2.0 GDi,스마트,15년 ~ 19년,20260319,202603191855
82,현대,i40,더 뉴 i40,2.0 GDi,프리미엄,15년 ~ 19년,20260319,202603191855
83,현대,i40,i40 살룬,1.7 VGT,스마트,12년 ~ 15년,20260319,202603191855
84,현대,i40,i40 살룬,1.7 VGT,모던,12년 ~ 15년,20260319,202603191855
85,현대,i40,i40 살룬,1.7 VGT,프리미엄,12년 ~ 15년,20260319,202603191855
86,현대,i40,i40 살룬,1.7 VGT,유니크,12년 ~ 15년,20260319,202603191855
87,현대,i40,i40 살룬,1.7 VGT,PYL,12년 ~ 15년,20260319,202603191855
88,현대,i40,i40 살룬,1.7 VGT,D-스펙,12년 ~ 15년,20260319,202603191855
89,현대,i40,i40 살룬,2.0 GDi,스마트,12년 ~ 15년,20260319,202603191855
90,현대,i40,i40 살룬,2.0 GDi,모던,12년 ~ 15년,20260319,202603191855
91,현대,i40,i40 살룬,2.0 GDi,프리미엄,12년 ~ 15년,20260319,202603191855
92,현대,i40,i40 살룬,2.0 GDi,유니크,12년 ~ 15년,20260319,202603191855
93,현대,i40,i40 살룬,2.0 GDi,PYL,12년 ~ 15년,20260319,202603191855
94,현대,i40,i40 살룬,2.0 GDi,D-스펙,12년 ~ 15년,20260319,202603191855
83,현대,i40,i40 살룬,1.7 VGT,스마트,12년 ~ 15년,20260319,202603191855
84,현대,i40,i40 살룬,1.7 VGT,모던,12년 ~ 15년,20260319,202603191855
85,현대,i40,i40 살룬,1.7 VGT,프리미엄,12년 ~ 15년,20260319,202603191855
86,현대,i40,i40 살룬,1.7 VGT,유니크,12년 ~ 15년,20260319,202603191855
87,현대,i40,i40 살룬,1.7 VGT,PYL,12년 ~ 15년,20260319,202603191855
88,현대,i40,i40 살룬,1.7 VGT,D-스펙,12년 ~ 15년,20260319,202603191855
89,현대,i40,i40 살룬,2.0 GDi,스마트,12년 ~ 15년,20260319,202603191855
90,현대,i40,i40 살룬,2.0 GDi,모던,12년 ~ 15년,20260319,202603191855
91,현대,i40,i40 살룬,2.0 GDi,프리미엄,12년 ~ 15년,20260319,202603191855
92,현대,i40,i40 살룬,2.0 GDi,유니크,12년 ~ 15년,20260319,202603191855
93,현대,i40,i40 살룬,2.0 GDi,PYL,12년 ~ 15년,20260319,202603191855
94,현대,i40,i40 살룬,2.0 GDi,D-스펙,12년 ~ 15년,20260319,202603191855
95,현대,i40,i40,1.7 VGT,스마트,11년 ~ 15년,20260319,202603191855
96,현대,i40,i40,1.7 VGT,모던,11년 ~ 15년,20260319,202603191855
97,현대,i40,i40,1.7 VGT,프리미엄,11년 ~ 15년,20260319,202603191855
98,현대,i40,i40,1.7 VGT,유니크,11년 ~ 15년,20260319,202603191855
99,현대,i40,i40,1.7 VGT,PYL,11년 ~ 15년,20260319,202603191855
100,현대,i40,i40,1.7 VGT,D-스펙,11년 ~ 15년,20260319,202603191855
101,현대,i40,i40,2.0 GDi,스마트,11년 ~ 15년,20260319,202603191855
102,현대,i40,i40,2.0 GDi,모던,11년 ~ 15년,20260319,202603191855
103,현대,i40,i40,2.0 GDi,프리미엄,11년 ~ 15년,20260319,202603191855
104,현대,i40,i40,2.0 GDi,유니크,11년 ~ 15년,20260319,202603191855
105,현대,i40,i40,2.0 GDi,PYL,11년 ~ 15년,20260319,202603191855
106,현대,i40,i40,2.0 GDi,D-스펙,11년 ~ 15년,20260319,202603191855
95,현대,i40,i40,1.7 VGT,스마트,11년 ~ 15년,20260319,202603191855
96,현대,i40,i40,1.7 VGT,모던,11년 ~ 15년,20260319,202603191855
97,현대,i40,i40,1.7 VGT,프리미엄,11년 ~ 15년,20260319,202603191855
98,현대,i40,i40,1.7 VGT,유니크,11년 ~ 15년,20260319,202603191855
99,현대,i40,i40,1.7 VGT,PYL,11년 ~ 15년,20260319,202603191855
100,현대,i40,i40,1.7 VGT,D-스펙,11년 ~ 15년,20260319,202603191855
101,현대,i40,i40,2.0 GDi,스마트,11년 ~ 15년,20260319,202603191855
102,현대,i40,i40,2.0 GDi,모던,11년 ~ 15년,20260319,202603191855
103,현대,i40,i40,2.0 GDi,프리미엄,11년 ~ 15년,20260319,202603191855
104,현대,i40,i40,2.0 GDi,유니크,11년 ~ 15년,20260319,202603191855
105,현대,i40,i40,2.0 GDi,PYL,11년 ~ 15년,20260319,202603191855
106,현대,i40,i40,2.0 GDi,D-스펙,11년 ~ 15년,20260319,202603191855
107,현대,갤로퍼,갤로퍼 2,숏보디 터보STD,,97년 ~ 03년,20260319,202603191855
108,현대,갤로퍼,갤로퍼 2,숏보디 터보엑시드,,97년 ~ 03년,20260319,202603191855
109,현대,갤로퍼,갤로퍼 2,숏보디 인터쿨러슈퍼,,97년 ~ 03년,20260319,202603191855
110,현대,갤로퍼,갤로퍼 2,숏보디 이노베이션 터보,,97년 ~ 03년,20260319,202603191855
111,현대,갤로퍼,갤로퍼 2,숏보디 이노베이션 인터쿨러,,97년 ~ 03년,20260319,202603191855
112,현대,갤로퍼,갤로퍼 2,롱보디 디젤엑시드,,97년 ~ 03년,20260319,202603191855
113,현대,갤로퍼,갤로퍼 2,롱보디 터보엑시드,,97년 ~ 03년,20260319,202603191855
114,현대,갤로퍼,갤로퍼 2,롱보디 인터쿨러엑시드,,97년 ~ 03년,20260319,202603191855
115,현대,갤로퍼,갤로퍼 2,롱보디 인터쿨러슈퍼,,97년 ~ 03년,20260319,202603191855
116,현대,갤로퍼,갤로퍼 2,롱보디 V6 골드,골드,97년 ~ 03년,20260319,202603191855
117,현대,갤로퍼,갤로퍼 2,6인승 인터쿨러슈퍼,,97년 ~ 03년,20260319,202603191855
118,현대,갤로퍼,갤로퍼 2,6인승 터보엑시드,,97년 ~ 03년,20260319,202603191855
119,현대,갤로퍼,갤로퍼 2,7인승 디젤엑시드,,97년 ~ 03년,20260319,202603191855
120,현대,갤로퍼,갤로퍼 2,7인승 터보엑시드,기본형,97년 ~ 03년,20260319,202603191855
121,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러엑시드,기본형,97년 ~ 03년,20260319,202603191855
122,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러슈퍼,고급형,97년 ~ 03년,20260319,202603191855
123,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러슈퍼,기본형,97년 ~ 03년,20260319,202603191855
124,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러슈퍼,최고급형,97년 ~ 03년,20260319,202603191855
125,현대,갤로퍼,갤로퍼 2,7인승 LPG V6 엑시드,,97년 ~ 03년,20260319,202603191855
126,현대,갤로퍼,갤로퍼 2,9인승 디젤엑시드,,97년 ~ 03년,20260319,202603191855
127,현대,갤로퍼,갤로퍼 2,9인승 터보엑시드,,97년 ~ 03년,20260319,202603191855
128,현대,갤로퍼,갤로퍼 2,9인승 V6 LPG,,97년 ~ 03년,20260319,202603191855
129,현대,갤로퍼,갤로퍼 2,밴 디젤엑시드 (숏보디),,97년 ~ 03년,20260319,202603191855
130,현대,갤로퍼,갤로퍼 2,밴 터보 (숏보디),,97년 ~ 03년,20260319,202603191855
131,현대,갤로퍼,갤로퍼 2,밴 인터쿨러엑시드 (숏보디),,97년 ~ 03년,20260319,202603191855
132,현대,갤로퍼,갤로퍼 2,밴 이노베이션 터보(롱보디),,97년 ~ 03년,20260319,202603191855
133,현대,갤로퍼,갤로퍼 2,밴 이노베이션 터보(숏보디),,97년 ~ 03년,20260319,202603191855
134,현대,갤로퍼,갤로퍼 2,밴 디젤엑시드 (롱보디),,97년 ~ 03년,20260319,202603191855
135,현대,갤로퍼,갤로퍼 2,밴 이노베이션 인터쿨러,,97년 ~ 03년,20260319,202603191855
136,현대,갤로퍼,갤로퍼 2,밴 V6 LPG EXCEED,,97년 ~ 03년,20260319,202603191855
137,현대,갤로퍼,갤로퍼 2,픽업트럭,,97년 ~ 03년,20260319,202603191855
107,현대,갤로퍼,갤로퍼 2,숏보디 터보STD,,97년 ~ 03년,20260319,202603191855
108,현대,갤로퍼,갤로퍼 2,숏보디 터보엑시드,,97년 ~ 03년,20260319,202603191855
109,현대,갤로퍼,갤로퍼 2,숏보디 인터쿨러슈퍼,,97년 ~ 03년,20260319,202603191855
110,현대,갤로퍼,갤로퍼 2,숏보디 이노베이션 터보,,97년 ~ 03년,20260319,202603191855
111,현대,갤로퍼,갤로퍼 2,숏보디 이노베이션 인터쿨러,,97년 ~ 03년,20260319,202603191855
112,현대,갤로퍼,갤로퍼 2,롱보디 디젤엑시드,,97년 ~ 03년,20260319,202603191855
113,현대,갤로퍼,갤로퍼 2,롱보디 터보엑시드,,97년 ~ 03년,20260319,202603191855
114,현대,갤로퍼,갤로퍼 2,롱보디 인터쿨러엑시드,,97년 ~ 03년,20260319,202603191855
115,현대,갤로퍼,갤로퍼 2,롱보디 인터쿨러슈퍼,,97년 ~ 03년,20260319,202603191855
116,현대,갤로퍼,갤로퍼 2,롱보디 V6 골드,골드,97년 ~ 03년,20260319,202603191855
117,현대,갤로퍼,갤로퍼 2,6인승 인터쿨러슈퍼,,97년 ~ 03년,20260319,202603191855
118,현대,갤로퍼,갤로퍼 2,6인승 터보엑시드,,97년 ~ 03년,20260319,202603191855
119,현대,갤로퍼,갤로퍼 2,7인승 디젤엑시드,,97년 ~ 03년,20260319,202603191855
120,현대,갤로퍼,갤로퍼 2,7인승 터보엑시드,기본형,97년 ~ 03년,20260319,202603191855
121,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러엑시드,기본형,97년 ~ 03년,20260319,202603191855
122,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러슈퍼,고급형,97년 ~ 03년,20260319,202603191855
123,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러슈퍼,기본형,97년 ~ 03년,20260319,202603191855
124,현대,갤로퍼,갤로퍼 2,7인승 인터쿨러슈퍼,최고급형,97년 ~ 03년,20260319,202603191855
125,현대,갤로퍼,갤로퍼 2,7인승 LPG V6 엑시드,,97년 ~ 03년,20260319,202603191855
126,현대,갤로퍼,갤로퍼 2,9인승 디젤엑시드,,97년 ~ 03년,20260319,202603191855
127,현대,갤로퍼,갤로퍼 2,9인승 터보엑시드,,97년 ~ 03년,20260319,202603191855
128,현대,갤로퍼,갤로퍼 2,9인승 V6 LPG,,97년 ~ 03년,20260319,202603191855
129,현대,갤로퍼,갤로퍼 2,밴 디젤엑시드 (숏보디),,97년 ~ 03년,20260319,202603191855
130,현대,갤로퍼,갤로퍼 2,밴 터보 (숏보디),,97년 ~ 03년,20260319,202603191855
131,현대,갤로퍼,갤로퍼 2,밴 인터쿨러엑시드 (숏보디),,97년 ~ 03년,20260319,202603191855
132,현대,갤로퍼,갤로퍼 2,밴 이노베이션 터보(롱보디),,97년 ~ 03년,20260319,202603191855
133,현대,갤로퍼,갤로퍼 2,밴 이노베이션 터보(숏보디),,97년 ~ 03년,20260319,202603191855
134,현대,갤로퍼,갤로퍼 2,밴 디젤엑시드 (롱보디),,97년 ~ 03년,20260319,202603191855
135,현대,갤로퍼,갤로퍼 2,밴 이노베이션 인터쿨러,,97년 ~ 03년,20260319,202603191855
136,현대,갤로퍼,갤로퍼 2,밴 V6 LPG EXCEED,,97년 ~ 03년,20260319,202603191855
137,현대,갤로퍼,갤로퍼 2,픽업트럭,,97년 ~ 03년,20260319,202603191855
138,현대,갤로퍼,갤로퍼,지프 표준형,,91년 ~ 97년,20260319,202603191855
139,현대,갤로퍼,갤로퍼,지프 엑시드,,91년 ~ 97년,20260319,202603191855
140,현대,갤로퍼,갤로퍼,지프 터보엑시드,,91년 ~ 97년,20260319,202603191855
141,현대,갤로퍼,갤로퍼,지프 인터쿨러엑시드,,91년 ~ 97년,20260319,202603191855
